stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,1.67
3dpf,4.02,0,0,1.15,1.15
5dpf,0,0,0.52,5.69,3.62
10dpf,0,0.63,0.63,0,0
