stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0.83,0,2.5,0.83,0
3dpf,0.57,0.57,0,0,2.3,0,1.15
5dpf,0,0,2.07,0,1.55,0,1.55
10dpf,0,0.63,4.39,1.26,2.51,0,1.26
