stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,1
2dpf,2.5,1.67,1.67,0.83,1.67,214.36
3dpf,1.15,0,0,1.15,0,4.02
5dpf,0,0,0,0,0,18.09
10dpf,0.63,0,0,0.63,0,45.81
