stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,0,2.05
2dpf,3.34,0,0,0.83,64.22
3dpf,0.57,0.57,1.72,0,11.49
5dpf,5.69,0.52,2.07,0,48.07
10dpf,1.26,0.63,0.63,0,21.96
