stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,4.17,0.83,0,0,0.83,0,0.83,0.83
3dpf,0,0,1.72,0,0,1.15,0,0
5dpf,0.52,0,14.47,0.52,0.52,0.52,0,0
10dpf,0.63,0,11.3,0.63,0,1.26,0,0
