stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,113.55,0,30.97,0,30.97,0,0,41.29,113.55,103.23
12hpf,769.17,71.33,32.77,32.77,179.28,65.54,3.86,188.92,460.73,298.8
14hpf,260.82,26.75,70.22,43.47,76.91,80.25,6.69,56.85,267.51,294.26
16hpf,287.11,63.58,34.86,43.07,170.22,63.58,22.56,71.78,350.69,246.1
19hpf,267.08,4.38,0,19.7,43.78,19.7,50.35,10.95,59.11,122.59
24hpf,126,2,47,20,49,20,129,7,62,52
2dpf,547.15,13.35,120.11,85.08,293.59,583.02,190.17,6.67,182.66,333.63
3dpf,986.67,32.75,82.75,54.02,57.46,787.84,24.71,0.57,47.7,159.75
5dpf,223.79,49.62,157.63,81.14,33.08,509.59,63.57,4.13,78.56,471.35
10dpf,506.42,37.02,89.11,55.85,22.59,408.52,40.16,0.63,39.53,90.99
