stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.83,0,2.5,0,2.5
3dpf,1.15,0,1.72,0,0.57
5dpf,0.52,0.52,2.07,0.52,0
10dpf,0,0.63,0,0,0.63
