stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,4,0,1,0,0,0,0,0
2dpf,4.17,0,0,1.67,2.5,0.83,1.67,3.34
3dpf,43.1,0,0,0,1.72,0,1.15,1.15
5dpf,12.4,0.52,0,0.52,3.1,0.52,1.03,2.58
10dpf,12.55,0,0,0,0,0,1.26,0
