stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,2.5,0,0,0,0.83,0.83
3dpf,1.72,3.45,0,0.57,0,0,0,0
5dpf,1.55,5.69,0,0.52,6.2,1.03,0,2.07
10dpf,0,0.63,0.63,0,0,0,0,0.63
