stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,2.19,0,0,2.19,0,0,0
2dpf,5,0,0,2.5,5.84,0.83,0
3dpf,28.73,0.57,0.57,0.57,5.75,1.15,0
5dpf,1.55,0,1.03,0,1.55,1.03,0
10dpf,3.77,0,0.63,0,5.65,0,0.63
