stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,185.81,0,0,0,51.61,0,0,10.32,41.29,82.58
12hpf,102.17,9.64,3.86,5.78,42.41,7.71,0,30.84,61.69,40.48
14hpf,60.19,0,0,0,10.03,10.03,0,6.69,13.38,113.69
16hpf,118.95,16.41,6.15,16.41,55.37,16.41,4.1,6.15,43.07,77.93
19hpf,144.49,0,4.38,13.14,26.27,4.38,0,2.19,6.57,72.24
24hpf,77,3,24,14,16,16,9,1,18,23
2dpf,332.8,8.34,63.39,64.22,134.29,287.76,79.24,1.67,78.4,186
3dpf,1035.51,14.94,19.54,25.28,14.94,232.16,10.92,0,9.77,73.55
5dpf,108.53,22.74,67.7,85.28,22.22,250.15,29.98,9.3,47.55,275.47
10dpf,345.77,37.65,85.97,60.87,15.69,265.45,18.2,0.63,32.63,76.56
