stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.83,0.83,0,5.84,23.35,0
3dpf,5.75,0,0,0,11.49,1.72
5dpf,1.03,0,1.55,0,10.34,0
10dpf,1.26,1.26,0,0.63,4.39,0
