stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.72,0.57,0.57,1.72,0,0
5dpf,0.52,0,0,2.58,4.13,1.55
10dpf,0.63,0,0,0,6.9,0.63
