stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,3.34,0.83,0
3dpf,6.32,0,0,0.57,6.32,0,0
5dpf,0.52,0,1.55,0.52,2.07,0.52,0.52
10dpf,0,0.63,0.63,0.63,8.16,0.63,0.63
