stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,51.61,0,0,0,20.65,10.32,0,0,0,0
12hpf,36.63,0,0,0,3.86,0,0,0,13.49,15.42
14hpf,40.13,0,0,3.34,3.34,0,0,0,3.34,10.03
16hpf,28.71,0,2.05,4.1,8.2,4.1,0,0,14.36,6.15
19hpf,56.92,0,0,0,0,8.76,0,0,0,4.38
24hpf,43,0,0,2,7,4,1,0,5,4
2dpf,256.9,5.84,15.01,27.52,100.92,191.84,22.52,5,40.04,80.91
3dpf,620.04,6.32,3.45,12.07,14.94,155.73,4.6,0,12.64,30.46
5dpf,70.81,8.79,23.26,39.8,16.54,208.8,13.95,6.2,35.66,125.07
10dpf,277.37,11.92,22.59,27.61,11.92,192.03,9.41,0,33.89,43.93
