stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.17,0.83,0.83,1.67,0.83,0
3dpf,4.6,0,0.57,1.15,0,0
5dpf,0.52,0,0,0.52,0.52,3.1
10dpf,1.26,0,1.26,0,0,0
