stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,12.51,1.67,3.34,0.83,0
3dpf,56.89,0,2.3,0,0
5dpf,1.03,0.52,2.07,0,1.55
10dpf,15.06,0,1.88,0,0
