stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,3.86,0,0,0,0,0,0,3.86,1.93,7.71
14hpf,13.38,0,10.03,0,3.34,0,0,0,20.06,73.56
16hpf,30.76,0,0,12.3,2.05,2.05,0,4.1,45.12,12.3
19hpf,37.22,0,0,8.76,6.57,2.19,0,0,2.19,63.49
24hpf,51,1,6,11,6,6,12,0,88,11
2dpf,141.79,1.67,29.19,32.53,48.38,100.09,55.05,1.67,63.39,180.16
3dpf,942.99,13.79,23.56,28.16,18.96,221.81,7.47,0,27.58,116.08
5dpf,94.58,11.89,47.03,53.75,12.92,157.63,28.43,11.37,58.92,410.36
10dpf,281.76,23.85,77.81,35.77,15.06,108.56,11.3,1.26,38.28,87.23
