stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,11,0,0,0
2dpf,0,18.35,0.83,1.67,0.83
3dpf,1.72,12.64,0,1.72,0
5dpf,0.52,46.51,0.52,0.52,0
10dpf,0,30.12,0.63,0,0
