stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,2.5,0.83,0,0.83,0.83
3dpf,1.72,0,0,0,0,0,0
5dpf,1.03,0.52,0,2.07,1.03,0,1.55
10dpf,3.14,0,0,0,0,0,0
