stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,2.05
2dpf,5,0,3.34,3.34,2.5,3.34
3dpf,10.34,0.57,0,8.05,0,0.57
5dpf,2.58,0,0.52,0,0,2.58
10dpf,1.88,0,0,4.39,0,0
