stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.34,0.83,2.5,5,0,1.67,2.5
3dpf,1.72,0,0,0,0,0.57,0
5dpf,8.27,0,0.52,1.03,0.52,0.52,0.52
10dpf,2.51,0.63,0,0.63,0,0,0
