stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.83,0,0,0.83,0
3dpf,75.28,0.57,0,2.3,0.57
5dpf,2.07,0,0,1.03,0
10dpf,15.69,0.63,0.63,2.51,0
