stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,423.24,0,0,0,175.49,10.32,0,103.23,196.14,113.55
12hpf,325.79,13.49,0,7.71,92.53,13.49,0,173.5,138.8,67.47
14hpf,224.04,0,6.69,20.06,66.88,53.5,6.69,96.97,173.88,63.53
16hpf,164.07,10.25,2.05,22.56,123.05,32.81,6.15,94.34,143.56,55.37
19hpf,251.76,2.19,0,10.95,30.65,21.89,2.19,17.51,61.3,21.89
24hpf,95,2,1,5,49,18,4,10,45,18
2dpf,278.58,6.67,7.51,26.69,158.47,303.6,34.2,7.51,140.12,63.39
3dpf,843,12.07,4.6,18.39,32.75,445.92,12.64,0.57,36.78,38.5
5dpf,89.93,7.24,12.4,54.78,25.32,364.88,19.64,14.99,76.49,115.25
10dpf,225.91,13.81,5.65,21.34,13.18,242.23,29.49,1.26,33.89,21.96
