stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,3,0,0,0,0,0,0
2dpf,0.83,25.86,0,0.83,0,0.83,1.67,0
3dpf,1.72,12.07,0,0,0,0.57,0,0
5dpf,1.03,67.19,0.52,0,4.65,0.52,0.52,3.1
10dpf,3.14,68.4,0,0,1.88,0.63,0,0
