stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.83
3dpf,1.15,0,0.57,1.72
5dpf,0.52,0.52,2.07,5.17
10dpf,0.63,0,0,4.39
