stage,central_nervous_system,hematopoietic_system,mesenchyme,notochord,periderm
10hpf,0,0,0,0,20.65
14hpf,0,0,0,0,13.38
19hpf,0,0,0,0,26.27
2dpf,0,1.67,0,0,19.18
3dpf,0.57,1.72,1.72,0,0
5dpf,0,10.34,0.52,1.55,0
10dpf,1.26,1.88,0,0,0
