stage,central_nervous_system,endoderm,mesenchyme,periderm
14hpf,0,3.34,0,3.34
2dpf,0,0,5,0
3dpf,0,0.57,0,0
5dpf,1.03,0,1.03,3.1
10dpf,0,1.26,0,3.77
