stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
24hpf,2,1,0,0,0,0,0,0,0
2dpf,1.67,0,0,0.83,0,0,0,0,0.83
3dpf,49.42,0,0,0,0,7.47,0,0,0
5dpf,1.03,0.52,0.52,0,0,9.3,0.52,0.52,0.52
10dpf,20.08,0,0.63,0,0.63,1.26,0,0,0
