stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,144.52,0,0,0,30.97,10.32,0,0,51.61,278.72
12hpf,160,36.63,1.93,13.49,102.17,32.77,0,80.97,79.04,167.71
14hpf,190.6,10.03,13.38,36.78,100.32,46.81,6.69,26.75,53.5,260.82
16hpf,188.68,28.71,20.51,18.46,104.59,34.86,10.25,12.3,86.13,104.59
19hpf,369.97,4.38,2.19,17.51,89.76,21.89,17.51,13.14,26.27,260.51
24hpf,78,8,5,12,45,29,12,2,58,22
2dpf,350.31,14.18,30.03,114.27,216.86,430.38,47.54,20.02,197.68,336.97
3dpf,695.32,34.48,10.92,29.88,45.4,469.49,11.49,0.57,40.8,110.33
5dpf,212.42,44.96,42.9,123.01,50.65,608.82,37.21,41.86,139.03,526.65
10dpf,234.07,37.65,22.59,54.6,35.77,389.07,15.06,0,63.38,90.36
