stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,30.97
12hpf,0,0,0,0,0,0,0,0,9.64
14hpf,0,0,0,0,0,0,0,0,270.85
16hpf,0,0,0,0,0,0,0,0,8.2
19hpf,0,0,0,0,0,0,0,0,667.7
24hpf,2,0,0,0,0,1,0,0,85
2dpf,40.04,1.67,1.67,13.35,10.01,15.85,3.34,5.84,670.6
3dpf,31.61,1.72,0,3.45,0.57,10.92,0,0,131.02
5dpf,12.4,1.03,3.62,2.07,0.52,6.2,0.52,0.52,328.19
10dpf,21.96,2.51,0,1.26,0,8.16,0,0.63,101.03
