stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,1.67,0,1.67,0,0,0
3dpf,8.05,0,0,0,0,0.57
5dpf,21.19,0.52,0,5.17,0.52,1.03
10dpf,6.28,0.63,0,0,0,0
