stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,6.57,0,0,0,0,0
24hpf,14,2,0,0,0,0
2dpf,34.2,1.67,1.67,5.84,0,0.83
3dpf,12.07,0,1.72,1.15,0,0
5dpf,12.92,0,2.07,5.17,1.03,1.55
10dpf,12.55,0,0.63,2.51,0,0
