stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,4.1,0,0,0,0,0,0,0,0
19hpf,17.51,0,0,0,0,0,0,0,0
24hpf,14,0,0,0,1,0,0,0,0
2dpf,62.56,0,1.67,15.01,54.21,0.83,0.83,4.17,5.84
3dpf,135.04,0.57,0,4.02,40.23,0,0,0.57,0.57
5dpf,18.61,1.03,3.1,1.03,36.18,0.52,0,1.03,5.69
10dpf,39.53,0,0.63,0.63,11.3,0,0,0,1.26
