stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,3,0,1,0,0,0,0,0,2
2dpf,2.5,0,0.83,1.67,8.34,0.83,0,0,2.5
3dpf,74.7,2.3,0.57,0.57,9.19,0,0,0.57,1.15
5dpf,3.62,3.1,5.69,1.03,12.4,0.52,0.52,3.1,9.3
10dpf,72.79,1.88,1.88,1.26,16.94,0.63,0,0,6.28
