stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,10.01,0,0,0.83,0
3dpf,7.47,0,0.57,1.72,0.57
5dpf,3.62,0.52,0,1.03,0
10dpf,2.51,0,0,0,0
