stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0,0,0
3dpf,29.88,0,0.57,0,0,0.57,0
5dpf,1.55,0,0,0.52,3.1,1.03,2.07
10dpf,61.5,0.63,0.63,0,1.26,0,0
