stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0.83,0,1.67,0.83,0,0.83
3dpf,0,0,1.15,17.24,0,0
5dpf,0,1.55,1.03,20.16,3.1,0
10dpf,0.63,1.26,0.63,6.28,0,0
