stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
24hpf,0,0,0,1,0
2dpf,0.83,0,0,27.52,0
3dpf,1.15,0,0.57,0,3.45
5dpf,0,0,1.55,2.58,1.55
10dpf,0.63,0.63,0.63,1.88,0
