stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0.83,0,0
3dpf,2.3,2.87,0,0,0.57,0.57
5dpf,0,9.3,0.52,0.52,2.07,0
10dpf,5.02,5.65,0.63,0,0.63,0
