stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0,0
3dpf,10.34,0,0,1.15,0,0,0
5dpf,1.55,0.52,0.52,4.13,1.03,0.52,1.03
10dpf,11.3,0,0,0,0.63,0,0
