stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0.83,0,0,0.83
3dpf,7.47,0,0,1.15
5dpf,0.52,1.03,0.52,2.07
10dpf,5.65,2.51,0,0
