stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,1.67,0.83,0
3dpf,2.87,0,2.3,0,0
5dpf,0,0,1.55,0,3.1
10dpf,3.14,0.63,2.51,0,0.63
