stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,0.83
3dpf,2.3,0,0,0,0,0
5dpf,2.07,0.52,0.52,1.03,1.03,0
10dpf,3.14,0.63,0,0,0.63,0.63
