stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,1,0,0,0
2dpf,5,0,0.83,4.17,0,0,0
3dpf,47.12,0,0,4.6,0,0,0
5dpf,0.52,1.03,0.52,4.13,1.03,0.52,1.55
10dpf,18.2,0,0,10.04,0.63,0,0
