stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,3.34
3dpf,18.96,0,0,0,4.6,4.02
5dpf,1.03,0,0,0,1.03,20.67
10dpf,3.14,0.63,1.26,1.26,2.51,10.67
