stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,9.17,0.83,0.83,0.83,2.5,1.67,0,2.5
3dpf,2.3,0,0,0.57,0,0.57,0,0.57
5dpf,2.07,0.52,0,0,0,0,0,0
10dpf,1.88,0,0,0.63,0,0,0.63,0
