stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,30.86,3.34,1.67,0.83,0
3dpf,9.77,0.57,0,2.3,0
5dpf,12.92,1.03,0.52,2.58,0.52
10dpf,6.28,0,0,3.14,0
