stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,0,0,0,10.32,0,0
12hpf,9.64,55.9,0,0,42.41,0,0,3.86,3.86,23.13
14hpf,10.03,50.16,3.34,83.6,93.63,0,0,0,30.09,177.22
16hpf,28.71,73.83,0,6.15,4.1,0,0,8.2,28.71,98.44
19hpf,32.84,26.27,0,0,0,0,0,4.38,6.57,131.35
24hpf,14,34,1,44,11,4,9,0,17,96
2dpf,111.77,11.68,2.5,146.8,281.92,396.19,12.51,10.01,118.44,150.13
3dpf,66.08,18.96,3.45,59.19,67.81,749.91,2.3,1.15,46.55,51.14
5dpf,77.01,24.29,10.85,179.34,63.57,633.63,12.92,44.45,111.12,246.53
10dpf,58.99,33.26,5.02,102.29,30.75,474.41,7.53,1.88,35.77,42.67
