stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0.83,0,0,1.67,31.69
3dpf,0,0,0,0,1.72
5dpf,1.03,0,0.52,0.52,13.44
10dpf,0,1.88,0.63,0.63,3.14
