stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,0,4,1,0,0
2dpf,0,0,28.36,0,0,2.5
3dpf,4.02,0,10.34,0,1.15,0.57
5dpf,0,0.52,23.77,1.55,1.03,3.1
10dpf,0,0,15.06,0,0,0.63
