stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0,0,0,0
3dpf,47.7,2.87,0.57,0.57,0.57,0,0
5dpf,1.03,1.55,0,2.07,1.03,0.52,2.58
10dpf,5.02,1.26,0,0,0,0,0
