stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
24hpf,2,0,0,0,0,0,0
2dpf,46.71,0,0,1.67,3.34,0,1.67
3dpf,37.93,0,0,0,3.45,0,1.15
5dpf,16.02,0.52,1.55,1.55,2.58,2.07,1.03
10dpf,3.14,0,0,0,0,0,0
