stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,1.93,0,0,0,0,0,0,0,0,0
14hpf,3.34,0,0,0,0,0,0,0,0,0
16hpf,2.05,0,0,0,2.05,2.05,0,0,0,4.1
19hpf,10.95,0,0,2.19,0,0,0,0,0,2.19
24hpf,8,0,0,0,0,0,0,0,1,0
2dpf,80.91,0,5,12.51,30.86,32.53,4.17,0,10.84,15.01
3dpf,94.24,0,2.3,4.02,5.75,43.67,0.57,0,4.02,4.6
5dpf,23.26,2.07,12.92,8.79,8.27,40.31,2.58,2.07,9.82,18.61
10dpf,45.18,0,14.43,6.9,0.63,28.24,1.26,0,2.51,5.65
