stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,3.34,1.67,0.83,0
3dpf,56.32,0,1.72,0.57
5dpf,2.58,0.52,2.07,0
10dpf,13.18,0,0,0
