stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
12hpf,1.93,0,0,0,0
2dpf,4.17,0.83,0,0,0.83
3dpf,8.62,0,0,2.3,0
5dpf,1.03,0,0.52,1.03,0
10dpf,12.55,0,0,0,0
