stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
12hpf,0,1.93,0,0,0,0,0
2dpf,0,0.83,1.67,1.67,2.5,1.67,1.67
3dpf,13.22,0,0.57,1.72,9.77,0,0
5dpf,0,0.52,2.58,1.03,4.65,1.03,2.07
10dpf,5.65,0.63,0.63,1.26,0.63,0,0.63
