stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,0,0.57,0.57,0,6.32,0
5dpf,0.52,3.62,0,0,0.52,0.52
10dpf,0.63,5.65,0,0.63,4.39,3.14
