stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,5,0,0,0,0.83
3dpf,34.48,0,0.57,0,0
5dpf,1.55,0.52,1.55,1.55,0.52
10dpf,12.55,0,3.77,1.88,0
