stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,0.83,0.83,1.67,0.83,0.83,1.67
3dpf,16.66,0,0,0,1.72,0,0,0.57
5dpf,2.07,0.52,1.03,0.52,3.62,1.03,0,4.13
10dpf,7.53,0.63,0.63,0,2.51,0.63,0,0.63
