stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,1.15,0,0.57,0,1.72,0,0
5dpf,0,0,1.03,0,0,0.52,0
10dpf,0.63,0.63,0.63,0.63,0.63,0.63,0.63
