stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2054.27,41.29,10.32,0,505.82,30.97,0,41.29,805.19,567.76
12hpf,680.5,40.48,9.64,42.41,389.41,52.05,0,28.92,510.85,225.55
14hpf,504.92,13.38,80.25,63.53,137.1,73.56,6.69,3.34,377.86,157.16
16hpf,166.12,12.3,30.76,8.2,57.42,20.51,4.1,2.05,69.73,22.56
19hpf,501.32,2.19,0,0,19.7,19.7,0,0,10.95,56.92
24hpf,427,2,16,8,68,37,4,0,24,23
2dpf,684.78,12.51,32.53,53.38,310.28,432.05,46.71,3.34,131.78,114.27
3dpf,2044.01,19.54,25.28,27.01,33.33,442.48,20.11,0,38.5,51.14
5dpf,115.77,14.47,68.74,56.85,38.76,330.25,21.71,19.12,63.57,172.1
10dpf,499.52,18.83,65.89,32.63,20.71,320.67,21.34,0,36.4,33.89
