stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,3,0,0,0,0
2dpf,0.83,0,10.84,1.67,0.83,0,0
3dpf,0,0,10.34,0,0,0,0.57
5dpf,1.03,0.52,64.6,0,2.07,0.52,0.52
10dpf,0.63,0,38.28,0,0.63,0.63,0
