stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3809.17,30.97,20.65,0,650.35,51.61,0,30.97,1455.53,1197.46
12hpf,3892.13,86.75,11.57,104.1,913.75,140.73,9.64,104.1,1754.25,1087.25
14hpf,1695.34,20.06,73.56,80.25,294.26,90.28,26.75,16.72,548.39,508.27
16hpf,1806.77,65.63,100.49,82.03,525.01,151.76,43.07,26.66,623.45,572.18
19hpf,3828.88,21.89,35.03,61.3,413.76,162,81,8.76,221.11,479.43
24hpf,2244,16,78,52,396,154,39,6,214,194
2dpf,744,19.18,40.87,97.59,422.88,524.63,60.89,10.01,180.99,247.72
3dpf,1765.31,20.69,14.37,34.48,37.93,387.89,21.84,0,45.4,90.22
5dpf,262.03,25.32,109.05,152.46,86.83,617.09,46.51,35.14,182.96,519.41
10dpf,843.4,46.44,103.54,126.13,47.06,700.33,35.14,1.26,131.78,159.39
